,city,streets,rooms,size,floor,date_builded,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
164,ירושלים,אוסישקין 58,3,60.0,,1980,none,"3,014,354",none,none,none,none,none,none,none,none,none,none,none,none
165,ירושלים,אוסישקין 62,3,53.0,,1935,none,none,none,"1,700,000",none,none,none,none,none,none,none,none,none,none
166,ירושלים,אוסישקין 63,3,61.0,2.0,1960,none,none,1562500,none,"1,600,000",none,none,none,none,"30,000",none,none,none,none
167,ירושלים,אוסישקין 64,3,83.0,1.0,1950,none,none,none,none,none,"2,500,000",none,none,none,none,none,none,none,none
168,ירושלים,אופירה,3,72.0,1.0,1976,none,none,"1,410,000",none,none,none,none,none,none,none,none,none,none,none
169,ירושלים,אופירה 14,3,672.0,2.0,1976,none,none,none,none,none,none,none,"1,691,693",none,none,none,none,2650000,none
170,ירושלים,אופירה 3,3,57.0,3.0,1970,none,none,none,none,none,none,none,"1,800,000",none,none,none,none,none,none
171,ירושלים,אופירה 4,3,61.0,2.0,1980,none,none,none,none,none,"2,378,500",none,none,none,none,none,none,none,none
172,ירושלים,אופירה 7,3,678.0,3.0,1983,none,none,none,none,none,"1,800,000",none,none,none,none,none,none,3150000,none
173,ירושלים,אופירה 8,3,690.0,100.0,0,none,none,none,none,"1,950,000",none,none,none,none,none,none,none,3071000,none
174,ירושלים,אורבוך 13,3,100.0,1.0,1930,none,none,none,none,"3,250,000",none,none,none,none,none,none,none,none,none
175,ירושלים,אורבוך 20,3,46.0,,1960,none,none,none,none,none,none,"1,475,000",none,none,none,none,none,none,none
176,ירושלים,אורבוך 6,3,80.0,1.0,1920,none,none,none,none,none,"3,500,000",none,none,none,none,none,none,none,none
177,ירושלים,אורוגואי,3,46.0,2.0,1960,none,none,none,"1,210,000",none,none,none,none,none,none,none,none,none,none
178,ירושלים,אורוגואי 1,3,682.0,1.0,1970,none,none,"752,440",none,"1,140,000",none,none,none,none,none,none,none,1680000,none
179,ירושלים,אורוגואי 15,3,52.0,2.0,1980,1045000,none,none,none,none,none,none,none,none,none,none,none,none,none
180,ירושלים,אורוגואי 17,3,55.0,2.0,1960,none,none,none,"1,350,000",none,none,none,none,none,none,"1,612,500",none,none,none
181,ירושלים,אורוגואי 18,3,75.0,,1950,none,"1,260,000",none,none,none,none,none,none,none,none,none,none,none,none
182,ירושלים,אורוגואי 19,3,647.0,,2005,"1,000,000",none,none,none,"1,381,381",none,none,none,none,none,none,none,2175000,none
183,ירושלים,אורוגואי 2,3,68.0,2.0,1950,"1,300,000",none,none,none,"1,175,000",none,none,none,none,none,none,none,none,none
184,ירושלים,אורוגואי 21,3,662.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,2131000,none
185,ירושלים,אורוגואי 23,3,52.0,,1952,none,none,none,"1,150,000",none,none,none,none,none,none,none,none,none,none
186,ירושלים,אורוגואי 25,3,51.0,1.0,1950,none,"925,000",none,"1,200,000","1,150,000",none,none,none,2284000,none,none,none,none,none
187,ירושלים,אורוגואי 26,3,60.0,2.0,1961,none,"1,009,500",none,none,none,none,none,none,none,none,none,none,none,none
188,ירושלים,אורוגואי 27,3,642.0,100.0,0,877500,"960,000",987500,none,none,none,none,none,none,none,"1,485,000",none,2120000,none
189,ירושלים,אורוגואי 28,3,60.0,,1961,none,"1,009,500",none,none,none,none,none,none,none,none,none,none,none,none
190,ירושלים,אורוגואי 29,3,655.0,100.0,0,none,"870,000",none,none,none,none,none,none,"1,600,000",none,none,2075000,2149000,none
191,ירושלים,אורוגואי 3,3,675.0,2.0,2000,"1,200,000",1417137,none,"1,015,000",1375000,none,none,"1,485,000","1,530,000","1,480,000",none,none,1874500,none
192,ירושלים,אורוגואי 46,3,60.0,2.0,1959,none,none,none,"1,025,000",none,none,none,none,none,none,none,none,none,none
193,ירושלים,אורוגואי 48,3,681.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,2120203,none,none
194,ירושלים,אורוגואי 5,3,79.0,,1970,none,none,none,none,none,none,none,none,"1,530,000",none,none,none,none,none
195,ירושלים,אורוגואי 50,3,65.0,2.0,1959,none,none,none,"965,000",none,none,none,none,none,none,none,none,none,none
196,ירושלים,אורוגואי 52,3,42.0,2.0,1950,none,none,none,none,none,none,none,none,none,"2,300,000",none,none,none,none
197,ירושלים,אורוגואי 54,3,42.0,,1950,none,none,none,none,none,none,none,none,none,"2,300,000",none,none,none,none
198,ירושלים,אורוגואי 9,3,48.0,,1960,none,"1,450,000",none,none,none,none,none,none,none,none,none,none,none,none
199,ירושלים,אוריאל 7,3,61.0,,1970,none,none,none,none,none,none,none,"2,130,000",none,none,none,none,none,none
200,ירושלים,אורנשטין 5,3,646.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,2500000,none
201,ירושלים,אושא 2,3,648.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1804000,none
202,ירושלים,אחימאיר 6,3,60.0,1.0,1973,none,none,none,none,"1,160,000",none,none,none,none,none,none,none,none,none
203,ירושלים,אחימאיר אבא 1,3,663.0,100.0,0,none,none,none,none,none,none,none,none,none,"1,190,000",none,1450000,1705000,none
204,ירושלים,אחימאיר אבא 10,3,85.0,4.0,1990,none,none,none,none,none,none,none,none,none,none,"1,435,000",none,none,none
205,ירושלים,אחימאיר אבא 107,3,59.0,1.0,1984,none,"930,000",none,none,none,none,none,none,none,none,none,none,none,none
206,ירושלים,אחימאיר אבא 13,3,59.0,,1970,none,none,"880,000",none,none,"1,140,000",none,none,none,none,"1,440,000",none,none,none
207,ירושלים,אחימאיר אבא 14,3,60.0,5.0,1969,none,none,none,none,"915,000",none,none,none,none,none,none,none,none,none
208,ירושלים,אחימאיר אבא 18,3,57.0,5.0,1970,none,none,none,"900,000",none,none,none,none,none,none,none,none,none,none
209,ירושלים,אחימאיר אבא 2,3,81.0,,1987,none,none,none,none,none,none,none,none,1482500,none,none,none,none,none
210,ירושלים,אחימאיר אבא 201,3,60.0,4.0,1980,"792,500",none,none,none,none,none,none,none,none,none,none,none,none,none
211,ירושלים,אחימאיר אבא 204,3,69.0,,1976,none,"1,060,000",none,none,none,none,none,none,none,none,none,none,none,none
212,ירושלים,אחימאיר אבא 205,3,60.0,1.0,1990,none,none,"900,000","850,000","1,070,000",1012500,none,none,none,none,none,none,none,none
213,ירושלים,אחימאיר אבא 206,3,60.0,1.0,1974,none,none,none,"840,000","1,000,000",none,"1,360,000",none,none,none,none,none,none,none
214,ירושלים,אחימאיר אבא 207,3,70.0,3.0,1990,none,none,none,none,"1,158,300",none,none,none,none,none,none,none,none,none
215,ירושלים,אחימאיר אבא 208,3,659.0,6.0,1970,"800,000",895000,880000,970000,"980,000",none,none,none,none,none,none,1072000,none,none
