,sale_day,city,adress,floor,size,price
348,04.12.2022,באר שבע,סנהדרין 74,שלישית,42,"600,000"
349,01.12.2022,באר שבע,ויצמן 22,ראשונה,48,"870,000"
350,01.12.2022,באר שבע,התקוה 12,קומה 10,72.90,"1,000,000"
351,01.12.2022,באר שבע,שרת משה 58,רביעית,63,"690,000"
352,01.12.2022,באר שבע,פיארברג 39,אחת עשרה,76.50,"1,080,000"
353,01.12.2022,באר שבע,שרת משה 48,שלישית,63,"710,000"
354,01.12.2022,באר שבע,אברהם אבינו 2,שניה,47.70,"950,000"
355,01.12.2022,באר שבע,המשחררים 96,שלישית,70.20,"850,000"
356,01.12.2022,באר שבע,שיטרית 1,שלישית,61.20,"715,000"
357,01.12.2022,באר שבע,בני אור 52,רביעית,66.90,"845,000"
