,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
10,10,27,27,27,27,27,27,860000.0,בשור 122,14,1,73,0,8,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,1,1,0,0,336140.0,390000.0,452489.0,477227.0,515000.0,548500.0,659070.0,617149.0,657186.0,637215.0,774282.0,575400.0,601666.0,705967
11,11,28,28,28,28,28,28,890000.0,בשור 122,14,2,73,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0,336140.0,390000.0,452489.0,477227.0,515000.0,548500.0,659070.0,617149.0,657186.0,637215.0,774282.0,575400.0,601666.0,705967
12,12,30,30,30,30,30,30,950000.0,גאולה,12,0,75,1,4,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,370000.0,451333.0,450000.0,515000.0,686666.0,774666.0,930828.0,651164.0,693407.0,672336.0,1016964.0,691500.0,871407.0,1200000
13,13,33,33,33,33,33,33,1700000.0,גולומב אליהו,16,9,90,0,9,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0,0,545750.0,470600.0,518096.0,580000.0,955000.0,826966.0,835000.0,913750.0,1060000.0,1027789.0,1248871.0,1054166.0,959925.0,1126331
14,14,34,34,34,34,34,34,1700000.0,גולומב אליהו 23,16,9,90,0,9,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0,0,545750.0,470600.0,518096.0,580000.0,955000.0,826966.0,835000.0,913750.0,1060000.0,1027789.0,1248871.0,1054166.0,959925.0,1126331
15,15,35,35,35,35,35,35,1250000.0,גולומב אליהו 8,16,3,75,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,545750.0,470600.0,518096.0,580000.0,955000.0,826966.0,835000.0,913750.0,1060000.0,1027789.0,1248871.0,1054166.0,959925.0,1126331
16,16,36,36,36,36,36,36,1200000.0,גולומב אליהו 8,16,1,90,1,3,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,545750.0,470600.0,518096.0,580000.0,955000.0,826966.0,835000.0,913750.0,1060000.0,1027789.0,1248871.0,1054166.0,959925.0,1126331
17,17,38,38,38,38,38,38,1240000.0,גיורא בר,16,1,100,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,374575.0,508500.0,595000.0,528750.0,665000.0,674540.0,713000.0,526666.0,560833.0,803333.0,755000.0,747416.0,893400.0,1125000
18,18,39,39,39,39,39,39,1282230.0,גיורא בר 17,16,1,60,0,4,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,485000.0,583962.0,677530.0,714572.0,756435.0,833699.0,1001761.0,938043.0,998897.0,715000.0,868799.0,917317.0,1039455.0,1219648
19,19,42,42,42,42,42,42,2850000.0,גלים בת,17,1,82,2,4,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,2,0,0,0,581841.0,675070.0,711978.0,753690.0,830675.0,998129.0,934643.0,995278.0,965034.0,1172618.0,1238104.0,1402955.0,1646164.0,1931533
20,20,43,43,43,43,43,43,2300000.0,גלים בת,17,1,77,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,581841.0,675070.0,711978.0,753690.0,830675.0,998129.0,934643.0,995278.0,965034.0,1172618.0,1238104.0,1402955.0,1646164.0,1931533
21,21,44,44,44,44,44,44,1650000.0,גלים בת,17,4,75,1,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0,0,0,581841.0,675070.0,711978.0,753690.0,830675.0,998129.0,934643.0,995278.0,965034.0,1172618.0,1238104.0,1402955.0,1646164.0,1931533
22,22,47,47,47,47,47,47,1250000.0,דגניה,1,1,60,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,299857.0,394600.0,385000.0,405714.0,479500.0,534428.0,535000.0,537500.0,635000.0,562500.0,617812.0,609279.0,831613.0,996666
23,23,49,49,49,49,49,49,930000.0,דגניה,1,0,60,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,0,299857.0,394600.0,385000.0,405714.0,479500.0,534428.0,535000.0,537500.0,635000.0,562500.0,617812.0,609279.0,831613.0,996666
24,24,50,50,50,50,50,50,899000.0,דגניה,1,4,60,0,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,2,0,0,0,299857.0,394600.0,385000.0,405714.0,479500.0,534428.0,535000.0,537500.0,635000.0,562500.0,617812.0,609279.0,831613.0,996666
25,25,51,51,51,51,51,51,1280000.0,דגניה,1,1,60,0,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,299857.0,394600.0,385000.0,405714.0,479500.0,534428.0,535000.0,537500.0,635000.0,562500.0,617812.0,609279.0,831613.0,996666
26,26,52,52,52,52,52,52,975000.0,דגניה 19,1,0,55,0,1,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,1,0,0,0,378239.0,438845.0,462838.0,489954.0,540000.0,595157.0,715132.0,520000.0,553734.0,536907.0,652398.0,688831.0,780546.0,915856
27,27,53,53,53,53,53,53,1249000.0,דובנוב,7,2,75,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,520000.0,560000.0,671333.0,615000.0,795000.0,787500.0,1092500.0,915000.0,891970.0,914106.0,963000.0,968250.0,1097142.0,1287336
28,28,54,54,54,54,54,54,1490000.0,דובנוב 7,7,0,62,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,404152.0,468910.0,494547.0,523521.0,576995.0,693310.0,649212.0,691330.0,670323.0,814513.0,860000.0,1017500.0,1050000.0,1232021
29,29,61,61,61,61,61,61,1480000.0,דרך אלנבי 110,15,4,65,0,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,339323.0,438443.0,463916.0,516056.0,640888.0,624592.0,697000.0,730034.0,805794.0,937034.0,777240.0,820645.0,929911.0,1091114
30,30,63,63,63,63,63,63,990000.0,דרך אלנבי 74,18,3,70,0,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,0,0,0,353377.0,410000.0,560000.0,590616.0,650000.0,550000.0,660872.0,618836.0,658982.0,788800.0,958474.0,1012000.0,1146745.0,1345537
31,31,64,64,64,64,64,64,700000.0,הגיבורים,8,1,72,1,3,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,2,0,0,0,237021.0,275000.0,250000.0,412500.0,484500.0,420000.0,504666.0,472566.0,503223.0,710000.0,862724.0,780000.0,883854.0,1037073
32,32,70,70,70,70,70,70,1550000.0,הגנים,18,4,66,1,6,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4,1,0,0,0,483306.0,560747.0,591405.0,626053.0,690000.0,760478.0,913780.0,855658.0,1275575.0,1236813.0,1502857.0,900000.0,1869500.0,2193585
33,33,71,71,71,71,71,71,1650000.0,הגנים,18,5,65,1,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,483306.0,560747.0,591405.0,626053.0,690000.0,760478.0,913780.0,855658.0,1275575.0,1236813.0,1502857.0,900000.0,1869500.0,2193585
34,34,72,72,72,72,72,72,1346666.0,הגנים 14,18,4,54,0,7,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1,0,0,0,483306.0,560747.0,591405.0,626053.0,690000.0,760478.0,913780.0,855658.0,1275575.0,1236813.0,1502857.0,900000.0,1869500.0,2193585
35,35,73,73,73,73,73,73,1640000.0,הגנים 14,18,5,62,1,5,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4,2,0,0,0,483306.0,560747.0,591405.0,626053.0,690000.0,760478.0,913780.0,855658.0,1275575.0,1236813.0,1502857.0,900000.0,1869500.0,2193585
36,36,76,76,76,76,76,76,1690000.0,החיל,17,5,75,1,7,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3,0,0,0,0,540000.0,466250.0,480000.0,775777.0,896000.0,630000.0,756999.0,708849.0,754835.0,731897.0,889331.0,1250000.0,880000.0,1032551
37,37,77,77,77,77,77,77,740000.0,החלוץ 3,9,2,70,2,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,210000.0,252849.0,293363.0,309401.0,327527.0,377000.0,452998.0,424184.0,451702.0,430000.0,522495.0,551674.0,625127.0,733495
38,38,78,78,78,78,78,78,1400000.0,החשמונאים,16,1,70,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,500000.0,885000.0,1026804.0,1082941.0,816966.0,900413.0,1081924.0,956000.0,950000.0,1323500.0,1608191.0,1005000.0,1285000.0,1507759
39,39,79,79,79,79,79,79,1450000.0,החשמונאים,16,1,80,0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,500000.0,885000.0,1026804.0,1082941.0,816966.0,900413.0,1081924.0,956000.0,950000.0,1323500.0,1608191.0,1005000.0,1285000.0,1507759
40,40,80,80,80,80,80,80,1400000.0,החשמונאים 1,20,2,67,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,0,463022.0,537213.0,566584.0,599778.0,661041.0,794299.0,743778.0,792031.0,767964.0,933157.0,985270.0,1116457.0,1310000.0,1537093
41,41,81,81,81,81,81,81,1070000.0,החשמל,21,4,60,0,4,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3,2,0,0,0,271666.0,296222.0,366000.0,387857.0,434434.0,432909.0,527375.0,565000.0,642500.0,592500.0,696000.0,616410.0,775249.0,465000
42,42,82,82,82,82,82,82,969180.0,החשמל 11,21,3,44,0,4,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4,2,0,0,0,250000.0,301011.0,327500.0,430000.0,455191.0,501685.0,602818.0,564475.0,601094.0,575000.0,698685.0,737703.0,725000.0,850681
43,43,83,83,83,83,83,83,1475000.0,הים דרך,6,2,60,1,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,0,0,0,0,755666.0,952785.0,966666.0,935000.0,989777.0,1090875.0,1200000.0,1060000.0,1128766.0,1206000.0,1178638.0,1268062.0,1343823.0,1576780
44,44,84,84,84,84,84,84,1520000.0,הים דרך,8,2,100,0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3,0,1,0,0,755666.0,952785.0,966666.0,935000.0,989777.0,1090875.0,1200000.0,1060000.0,1128766.0,1206000.0,1178638.0,1268062.0,1343823.0,1576780
45,45,85,85,85,85,85,85,1770000.0,הים דרך,8,1,98,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,755666.0,952785.0,966666.0,935000.0,989777.0,1090875.0,1200000.0,1060000.0,1128766.0,1206000.0,1178638.0,1268062.0,1343823.0,1576780
46,46,87,87,87,87,87,87,730000.0,הירדן,8,2,65,0,3,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1,0,0,0,238093.0,317666.0,271475.0,452500.0,480000.0,504166.0,450000.0,460000.0,495000.0,565000.0,686534.0,602500.0,722857.0,848167
47,47,89,89,89,89,89,89,949000.0,הלל,16,3,75,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,444143.0,459285.0,578437.0,596767.0,587500.0,693888.0,681000.0,565000.0,711405.0,951250.0,742333.0,797750.0,780875.0,1207500
48,48,91,91,91,91,91,91,890000.0,הלל,16,4,75,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,444143.0,459285.0,578437.0,596767.0,587500.0,693888.0,681000.0,565000.0,711405.0,951250.0,742333.0,797750.0,780875.0,1207500
