,city,street,rooms,size,floor,date_builded,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
87,ירושלים,אביר יעקב 5,3,65.0,1.0,1978,none,none,none,none,14615,none,none,none,none,none,none,none,none,none
88,ירושלים,אביר יעקב 7,3,70.0,1.0,1993,none,"12,500",13785,none,none,none,"18,157",none,none,none,none,none,none,none
89,ירושלים,אביר יעקב 9,3,67.0,3.0,2000,none,none,none,none,none,none,none,none,none,none,none,none,none,none
90,ירושלים,אביתר הכהן 1,3,61.0,3.0,1960,none,"22,786",none,23335,none,30983,none,none,none,none,none,none,none,none
91,ירושלים,אביתר הכהן 11,3,79.0,1.0,1981,none,none,none,none,none,none,none,none,none,none,none,none,none,none
92,ירושלים,אביתר הכהן 25,3,70.0,1.0,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
93,ירושלים,אבן גבירול 10,3,67.0,3.0,1950,none,"28,666",none,none,none,"32,467",none,none,none,none,none,none,none,none
94,ירושלים,אבן גבירול 4,3,61.0,,1960,none,"33,746",none,none,none,none,none,none,none,none,none,none,none,none
95,ירושלים,אבן האזל 11,3,56.0,,1969,none,none,26785,none,none,none,none,none,none,none,none,none,none,none
96,ירושלים,אבן האזל 13,3,63.0,,1970,none,none,21904,none,none,none,none,none,none,none,none,none,none,none
97,ירושלים,אבן האזל 14,3,28.0,1.0,1975,none,none,none,none,none,none,none,none,none,none,none,none,none,none
98,ירושלים,אבן האזל 9,3,63.0,,1969,none,none,none,none,none,none,33776,none,none,none,none,none,none,none
99,ירושלים,אבן חמאם 117,3,81.0,2.0,2016,none,none,none,none,none,none,none,none,none,none,none,none,none,none
100,ירושלים,אבן יהושע 1,3,54.0,,1970,none,19108,none,none,none,none,none,none,none,none,none,none,none,none
101,ירושלים,אבן ישראל 1,3,76.0,,2018,none,none,none,none,none,none,none,none,none,none,none,none,none,none
102,ירושלים,אבן ישראל 12,3,54.0,,2017,none,none,none,none,none,none,none,none,none,none,none,none,none,none
103,ירושלים,אבן ישראל 13,3,54.0,,2018,none,none,none,none,none,none,none,none,none,none,none,none,none,none
104,ירושלים,אבן ישראל 3,3,77.0,,2018,none,none,none,none,none,none,39346,none,none,none,none,none,none,none
105,ירושלים,אבן ישראל 5,3,75.0,8.0,2018,none,none,none,none,none,none,none,none,none,none,none,none,none,none
106,ירושלים,אבן ספיר 15,3,60.0,,1957,none,none,none,none,none,none,none,none,none,none,none,none,none,none
107,ירושלים,אבן ספיר 17,3,105.0,,1950,none,none,none,"58,857",none,none,none,none,none,none,none,none,none,none
108,ירושלים,אבן ספיר 19,3,70.0,,1980,none,30090,none,none,none,none,none,none,none,none,none,none,none,none
109,ירושלים,אבן ספיר 20,3,62.0,1.0,1940,none,none,none,none,none,none,none,none,none,none,none,none,none,none
110,ירושלים,אבן עזרא 13,3,60.0,,1977,none,none,none,none,none,none,none,none,none,none,none,none,none,none
111,ירושלים,אבן עזרא 19,3,63.0,2.0,1940,none,none,none,none,none,none,none,none,none,none,none,none,none,none
112,ירושלים,אבן עזרא 25,3,50.0,1.0,1985,none,none,35716,none,none,none,none,none,none,none,none,none,none,none
113,ירושלים,אבן עזרא 9,3,76.0,2.0,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
114,ירושלים,אבן שפרוט 14,3,70.0,2.0,1930,none,none,none,none,none,none,none,none,none,37508,none,none,none,none
115,ירושלים,אבן שפרוט 16,3,85.0,1.0,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
116,ירושלים,אבן שפרוט 18,3,75.0,3.0,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
117,ירושלים,אבן שפרוט 22,3,52.0,,1950,"30,980",none,37942,none,none,none,none,none,none,none,none,none,none,none
118,ירושלים,אבן שפרוט 5,3,54.0,1.0,1935,none,none,"28,361",none,none,none,none,none,none,none,none,none,none,none
119,ירושלים,אבן שפרוט 7,3,58.0,1.0,1987,none,none,none,none,none,none,none,none,none,none,none,none,none,none
120,ירושלים,אבן שפרוט 9,3,110.0,2.0,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
121,ירושלים,אבנר גרשון 13,3,97.0,,1990,none,none,none,none,none,none,none,none,none,none,none,none,none,none
122,ירושלים,אבנר גרשון 2,3,91.0,10.0,2014,none,none,none,none,none,none,none,none,none,none,none,none,none,none
123,ירושלים,אברבנאל 17,3,72.0,,1950,none,"21,578",none,"28,666",34305,"38,666",none,none,none,"10,416","46,000",none,none,none
124,ירושלים,אברבנאל 25,3,75.0,3.0,1970,none,"31,875",none,"34,027",none,none,none,none,none,none,none,none,none,none
125,ירושלים,אברבנאל 31,3,63.0,3.0,1970,none,none,none,"37,313",none,none,none,none,none,none,"41,538",none,none,none
126,ירושלים,אברבנאל 4,3,75.0,1.0,1980,26480,none,none,none,none,none,none,none,none,none,none,none,none,none
127,ירושלים,אברבנאל 6,3,64.0,3.0,1990,none,none,none,none,none,none,none,none,none,none,none,none,none,none
128,ירושלים,אברהם דוד ליכטמן 12,3,64.0,,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
129,ירושלים,אברהם ויינגרטן 15,3,72.0,5.0,2006,none,none,none,none,none,none,none,none,none,none,none,none,none,none
130,ירושלים,אברהם מסלונים 11,3,60.0,1.0,1950,none,none,none,none,none,none,none,none,none,none,none,none,none,none
131,ירושלים,אברהם פררה 1,3,90.0,,2012,none,"19,882",none,none,none,none,none,none,none,none,none,none,none,none
132,ירושלים,אברהם פררה 11,3,86.0,,2000,19767,none,none,none,none,"19,857",none,none,none,none,none,none,none,none
133,ירושלים,אברהם פררה 6,3,90.0,19.0,2012,none,"18,888",20222,none,none,none,none,none,none,none,none,none,none,none
134,ירושלים,אברהם פררה 7,3,72.0,,2012,none,none,none,"24,342",none,none,none,none,none,none,none,none,none,none
135,ירושלים,אברהם פררה 9,3,64.0,1.0,2005,"23,166",none,none,none,none,none,none,none,none,none,none,none,none,none
136,ירושלים,אברהם פררה 90,3,75.0,10.0,2011,none,23900,"19,152",none,none,none,none,none,none,none,none,none,none,none
137,ירושלים,אברהם שטרן 16,3,39.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
138,ירושלים,אברהם שטרן 19,3,67.0,,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
139,ירושלים,אברהם שטרן 23,3,67.0,,1964,none,12611,none,none,none,none,none,none,"20,149",none,none,none,none,none
140,ירושלים,אברהם שטרן 49,3,73.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
141,ירושלים,אברהם שטרן 51,3,54.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
142,ירושלים,אברהם שטרן 57,3,51.0,,1960,"13,461",none,none,none,none,none,none,none,none,none,none,none,none,none
143,ירושלים,אברהם שטרן 65,3,56.0,,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
144,ירושלים,אברהם שטרן 8,3,75.0,,2018,none,none,none,none,none,none,none,none,none,none,none,none,none,none
145,ירושלים,אברהם שלום יהודה 18,3,62.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
146,ירושלים,אברהם שלום יהודה 38,3,62.0,,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
147,ירושלים,אברהם שרון 15,3,42.0,1.0,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
148,ירושלים,אברהם שרון 5,3,60.0,,1965,none,none,none,none,none,none,none,none,none,none,none,none,none,none
149,ירושלים,אברמסקי 18,3,69.0,,2002,none,none,none,none,none,none,none,none,none,none,none,none,none,none
150,ירושלים,אבשלום חביב 10,3,74.0,2.0,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
151,ירושלים,אבשלום חביב 103,3,49.0,1.0,1975,none,none,none,none,none,none,none,none,none,none,none,none,none,none
152,ירושלים,אבשלום חביב 104,3,67.0,,1973,none,none,none,none,none,17288,none,none,none,none,none,none,none,none
153,ירושלים,אבשלום חביב 14,3,63.0,2.0,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
154,ירושלים,אבשלום חביב 20,3,59.0,,1973,none,none,none,none,none,none,none,none,none,none,none,none,none,none
155,ירושלים,אבשלום חביב 26,3,63.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
156,ירושלים,אבשלום חביב 30,3,59.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
157,ירושלים,אבשלום חביב 34,3,60.0,1.0,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
158,ירושלים,אבשלום חביב 4,3,65.0,4.0,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
159,ירושלים,אבשלום חביב 9,3,59.0,5.0,1963,none,none,none,"15,254",none,none,none,none,none,none,none,none,none,none
160,ירושלים,אגמון 1,3,60.0,1.0,1990,"14,406",none,"14,406",none,"18,500",none,none,none,none,none,none,none,none,none
161,ירושלים,אגן 12,3,90.0,4.0,2013,none,none,none,none,none,30405,"34,722",none,none,none,none,none,none,none
162,ירושלים,אגן 21,3,88.0,5.0,2013,none,none,none,none,none,none,none,none,none,none,none,none,none,none
163,ירושלים,אגן 30,3,87.0,8.0,2013,none,none,none,none,none,none,none,none,none,none,none,none,none,none
164,ירושלים,אגן 63,3,93.0,7.0,2013,none,none,none,none,none,none,none,none,none,none,none,none,none,none
165,ירושלים,אגסי 14,3,62.0,,1986,none,none,none,none,none,none,none,none,none,none,none,none,none,none
166,ירושלים,אגסי 26,3,74.0,7.0,1996,none,none,none,none,none,none,none,none,none,none,none,none,none,none
167,ירושלים,אגסי 32,3,112.0,6.0,1985,none,none,none,none,none,none,19662,none,none,none,none,none,none,none
168,ירושלים,אגסי שמעון 14,3,72.0,4.0,1987,none,none,"21,774",none,none,none,none,none,none,none,none,none,none,none
169,ירושלים,אגסי שמעון 18,3,73.0,6.0,1989,none,none,none,none,none,none,none,none,none,none,none,none,none,none
170,ירושלים,אגסי שמעון 26,3,74.0,7.0,1996,none,none,none,none,none,none,none,none,none,none,none,none,none,none
171,ירושלים,אגסי שמעון 33,3,109.0,3.0,1988,none,none,none,none,none,none,none,none,none,none,none,none,none,none
172,ירושלים,אגסי שמעון 54,3,71.0,7.0,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
173,ירושלים,אגסי שמעון 58,3,75.0,,1989,"19,117",none,none,none,none,none,none,none,none,none,none,none,none,none
174,ירושלים,אגסי שמעון 60,3,75.0,8.0,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
175,ירושלים,אגסי שמעון 74,3,85.0,,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
176,ירושלים,אגרון 1,3,113.0,,2012,none,none,77122,none,none,none,none,none,none,none,none,none,none,none
177,ירושלים,אגרון 22,3,80.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
178,ירושלים,אגרון 24,3,104.0,1.0,1960,none,none,none,none,none,none,none,none,none,none,none,none,none,none
179,ירושלים,אגרון 26,3,75.0,,1926,none,none,none,none,none,none,none,none,none,none,none,none,none,none
180,ירושלים,אגרון 3,3,157.0,,2012,none,none,none,none,none,none,none,none,none,none,none,none,none,none
181,ירושלים,אגרות משה 11,3,86.0,,1997,none,none,none,18837,none,none,none,none,none,none,none,none,none,none
182,ירושלים,אגרות משה 12,3,93.0,2.0,1995,none,none,none,none,none,none,none,none,none,none,none,none,none,none
183,ירושלים,אגרות משה 2,3,88.0,6.0,2018,none,none,none,none,none,none,none,none,none,"18,761",none,none,none,none
184,ירושלים,אגרות משה 26,3,75.0,1.0,1950,none,none,none,none,none,none,none,none,none,none,none,none,none,none
185,ירושלים,אגריפס 105,3,80.0,2.0,1940,none,none,none,none,none,none,none,none,none,none,none,none,none,none
186,ירושלים,אגריפס 11,3,54.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
187,ירושלים,אגריפס 12,3,75.0,1.0,1980,none,none,none,none,none,none,none,none,none,none,none,none,none,none
188,ירושלים,אגריפס 14,3,94.0,2.0,2015,none,none,none,"25,632",25904,none,none,none,none,none,none,none,none,none
189,ירושלים,אגריפס 40,3,59.0,10.0,2005,"27,542",none,"26,133",14839,none,"28,985",none,"25,833",none,none,none,none,none,none
190,ירושלים,אגריפס 62,3,65.0,2.0,1935,none,none,none,none,none,none,none,none,none,none,none,none,none,none
191,ירושלים,אגריפס 69,3,63.0,2.0,2014,none,none,none,none,none,none,none,none,none,none,none,none,none,none
192,ירושלים,אגריפס 70,3,50.0,1.0,1950,26000,none,none,none,none,none,none,none,none,none,none,none,none,none
193,ירושלים,אגריפס 72,3,59.0,3.0,1950,none,none,none,none,none,none,none,none,none,none,none,none,none,none
194,ירושלים,אגריפס 73,3,42.0,,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
195,ירושלים,אגריפס 88,3,104.0,3.0,2011,none,24038,23913,"25,714",none,"23,880",none,none,none,none,none,none,none,none
196,ירושלים,אדהאן 22,3,103.0,1.0,1980,none,15629,none,none,none,none,none,none,none,none,none,none,none,none
197,ירושלים,אדוניהו הכהן 36,3,75.0,,2002,none,none,none,none,none,none,none,none,none,none,none,none,none,none
198,ירושלים,אדלר שאול 7,3,38.0,,1900,none,none,none,none,none,none,none,none,none,none,none,none,none,none
199,ירושלים,אדם,3,63.0,,1980,14249,16243,"16,461",15907,19999,"18,095",18764,"19,682",none,none,"22,380",none,none,none
200,ירושלים,אדם 1,3,60.0,1.0,2002,"15,555",none,"13,968",none,none,none,none,none,none,none,none,none,none,none
201,ירושלים,אדם 11,3,70.0,,1990,none,none,none,none,none,none,none,none,none,none,none,none,none,none
202,ירושלים,אדם 12,3,70.0,2.0,1989,none,none,none,none,none,none,none,none,none,none,none,none,none,none
203,ירושלים,אדם 14,3,63.0,5.0,1970,none,none,none,none,none,none,none,none,none,none,none,none,none,none
204,ירושלים,אדם 15,3,55.0,4.0,1984,none,none,none,24181,none,none,none,none,none,none,none,none,none,none
205,ירושלים,אדם 16,3,64.0,3.0,1984,none,"15,873",none,none,none,none,none,none,none,none,none,none,none,none
206,ירושלים,אדם 17,3,65.0,3.0,1983,none,none,none,none,none,"18,461",none,none,none,none,none,none,none,none
207,ירושלים,אדם 19,3,65.0,6.0,1983,none,none,none,none,none,none,none,none,none,none,none,none,none,none
208,ירושלים,אדם 21,3,63.0,,2000,14923,none,none,none,none,none,none,none,none,none,none,none,none,none
209,ירושלים,אדם 24,3,61.0,3.0,1984,none,none,none,none,none,none,none,none,none,none,none,none,none,none
210,ירושלים,אדם 3,3,63.0,2.0,1982,none,none,none,none,none,none,none,none,none,none,none,none,none,none
